pos,accession
0,13
1,13
2,13
3,13
4,13
5,13
6,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,13
34,13
35,13
36,13
37,13
38,13
39,13
40,13
41,13
42,13
43,13
44,13
45,13
46,13
47,13
48,13
49,13
50,13
51,13
52,13
53,13
54,13
55,13
56,13
57,13
58,13
59,13
60,13
61,13
62,13
63,13
64,13
65,13
66,13
67,13
68,13
69,13
70,13
71,13
72,13
73,13
74,13
75,13
76,13
77,13
78,13
79,13
80,13
81,13
82,13
83,13
84,13
85,13
86,13
87,13
88,13
89,13
90,13
91,13
92,13
93,13
94,13
95,13
96,13
97,13
98,13
99,13
100,13
101,13
102,13
422,2
1050,9
1067,2
1073,10
1322,5
1740,1
2068,2
2097,3
2357,5
2625,10
2673,1
2705,1
2835,3
2872,4
3849,3
4338,1
5532,1
5562,1
5666,4
5667,4
5668,4
5669,4
5670,7
5671,7
5672,7
5673,7
5674,7
5675,7
5676,1
5677,1
5704,1
5705,7
5751,1
5886,1
6046,2
6352,4
6496,1
6619,1
6664,3
6951,3
7124,2
7278,2
7330,1
7491,1
7675,13
7676,13
7677,13
7678,13
7679,13
7680,13
7681,13
7682,13
7683,13
7684,13
7685,13
7686,13
7687,13
7688,13
7689,13
7690,13
7691,13
7692,13
7693,13
7694,13
7695,13
7696,13
7697,13
7698,13
7699,13
7700,13
7701,13
7702,13
7703,13
7704,13
7705,13
7706,13
7707,13
7708,13
7709,13
7710,13
7711,13
7712,13
7713,13
7714,13
7715,13
